numeroProcesso;classeJudicial;dataChegada;nomeTarefa;descricaoUltimoMovimento;tagsProcessoList;assuntoPrincipal;ultimoMovimento
8000645-46.2016.8.05.0216;AlEsp;09/04/2020, 10:10:59;Arquivo definitivo;Baixa Definitiva;digito 40-59;Oferta;21/02/2020, 08:00:54
8000685-91.2017.8.05.0216;DivCon;09/04/2020, 10:21:21;Arquivo definitivo;Baixa Definitiva;digito 80-99;Dissolução;09/04/2020, 10:21:22
8000139-36.2017.8.05.0216;AlvJud;09/04/2020, 15:53:25;Arquivo definitivo;Baixa Definitiva;digito 20-39;Levantamento de Valor;09/04/2020, 15:53:26
8000650-63.2019.8.05.0216;DivCons;09/04/2020, 16:04:46;Arquivo definitivo;Baixa Definitiva;digito 60-79;Dissolução;09/04/2020, 16:04:47
8000433-20.2019.8.05.0216;DivCon;09/04/2020, 16:09:13;Arquivo definitivo;Baixa Definitiva;digito 00-19, digito 20-39;Dissolução;09/04/2020, 16:09:14
8000512-33.2018.8.05.0216;DivCon;09/04/2020, 16:25:49;Arquivo definitivo;Baixa Definitiva;digito 20-39;Alimentos;09/04/2020, 16:25:50
8000605-93.2018.8.05.0216;SepCon;09/04/2020, 16:28:46;Arquivo definitivo;Baixa Definitiva;digito 80-99;Dissolução;09/04/2020, 16:28:47
8000435-24.2018.8.05.0216;HoTrEx;09/04/2020, 16:32:03;Arquivo definitivo;Baixa Definitiva;digito 20-39;Dissolução;09/04/2020, 16:32:04
8000564-63.2017.8.05.0216;DivCon;09/04/2020, 16:41:35;Arquivo definitivo;Baixa Definitiva;digito 60-79;Dissolução;09/04/2020, 16:41:36
8000611-03.2018.8.05.0216;DivLit;09/04/2020, 16:46:05;Arquivo definitivo;Baixa Definitiva;digito 00-19;Dissolução;09/04/2020, 16:46:06
8000164-78.2019.8.05.0216;DivCon;09/04/2020, 16:51:19;Arquivo definitivo;Baixa Definitiva;digito 60-79;Dissolução;09/04/2020, 16:51:20
8000393-38.2019.8.05.0216;DivCon;09/04/2020, 16:58:21;Arquivo definitivo;Baixa Definitiva;digito 20-39;Dissolução;09/04/2020, 16:58:22
8000729-42.2019.8.05.0216;DivCons;09/04/2020, 17:01:35;Arquivo definitivo;Baixa Definitiva;digito 40-59;Dissolução;09/04/2020, 17:01:36
8000493-90.2019.8.05.0216;AlEsp;09/04/2020, 17:18:21;Arquivo definitivo;Mandado devolvido não entregue ao destinatário;digito 80-99;Alimentos;01/02/2022, 08:25:19
8000105-61.2017.8.05.0216;ProceComCiv;09/04/2020, 17:31:00;Arquivo definitivo;Baixa Definitiva;digito 60-79;Indenização por Dano Moral;09/04/2020, 17:31:01
8000464-40.2019.8.05.0216;TuCuNo;09/04/2020, 17:41:42;Arquivo definitivo;Baixa Definitiva;digito 40-59;Tutela e Curatela;09/04/2020, 17:41:43
8000593-45.2019.8.05.0216;AlEsp;09/04/2020, 17:46:14;Arquivo definitivo;Baixa Definitiva;digito 40-59;Alimentos;09/04/2020, 17:46:15
8000566-62.2019.8.05.0216;AlEsp;09/04/2020, 17:49:40;Arquivo definitivo;Baixa Definitiva;digito 60-79;Alimentos;09/04/2020, 17:49:40
8000705-14.2019.8.05.0216;AlEsp;10/04/2020, 17:44:25;Arquivo definitivo;Arquivado Definitivamente;digito 00-19;Alimentos;18/08/2023, 13:48:37
8000024-78.2018.8.05.0216;ProceComCiv;30/04/2020, 10:41:34;Arquivo definitivo;Baixa Definitiva;digito 60-79;Citação;30/04/2020, 10:41:35
8000788-30.2019.8.05.0216;AlEsp;04/05/2020, 10:44:16;Arquivo definitivo;Baixa Definitiva;digito 20-39;Alimentos;04/05/2020, 10:44:17
8000519-25.2018.8.05.0216;CartPrecCiv;08/05/2020, 08:29:31;Arquivo definitivo;Juntada de Outros documentos;digito 20-39;Penhora / Depósito/ Avaliação;30/08/2022, 08:43:09
8000527-02.2018.8.05.0216;CartPrecCiv;08/05/2020, 08:39:46;Arquivo definitivo;Baixa Definitiva;digito 00-19;Penhora / Depósito/ Avaliação;08/05/2020, 08:39:47
8000829-02.2016.8.05.0216;SepCon;08/05/2020, 08:50:58;Arquivo definitivo;Juntada de Petição de diligência;digito 00-19;Dissolução;30/05/2022, 09:22:45
0000555-92.2007.8.05.0216;RtMtPosse;12/05/2020, 08:03:07;Arquivo definitivo;Baixa Definitiva;digito 80-99;Aquisição;12/05/2020, 08:03:08
8000602-07.2019.8.05.0216;CartPrecCiv;12/05/2020, 08:09:21;Arquivo definitivo;Baixa Definitiva;digito 00-19;Intimação;12/05/2020, 08:09:22
8000674-91.2019.8.05.0216;CartPrecCiv;12/05/2020, 08:15:42;Arquivo definitivo;Baixa Definitiva;digito 80-99;Intimação;12/05/2020, 08:15:43
8000300-46.2017.8.05.0216;ProceComCiv;13/05/2020, 08:15:16;Arquivo definitivo;Baixa Definitiva;digito 40-59;Indenização por Dano Moral;13/05/2020, 08:15:17
8000422-30.2015.8.05.0216;DivLit;13/05/2020, 08:16:53;Arquivo definitivo;Baixa Definitiva;digito 20-39;Dissolução;13/05/2020, 08:16:54
8000060-86.2019.8.05.0216;HoTrEx;13/05/2020, 08:46:44;Arquivo definitivo;Juntada de Ofício;digito 80-99;Dissolução;12/12/2022, 12:42:43
8000904-36.2019.8.05.0216;CartPrecCiv;20/05/2020, 08:45:41;Arquivo definitivo;Baixa Definitiva;digito 20-39;Citação;20/05/2020, 08:45:42
8000750-60.2019.8.05.0216;CartPrecCiv;20/05/2020, 11:11:52;Arquivo definitivo;Juntada de outros documentos;digito 60-79;Penhora / Depósito/ Avaliação;03/08/2021, 16:38:54
8000387-65.2018.8.05.0216;CartPrecCiv;20/05/2020, 11:31:59;Arquivo definitivo;Baixa Definitiva;digito 60-79;Penhora / Depósito/ Avaliação;20/05/2020, 11:32:00
8000390-20.2018.8.05.0216;CartPrecCiv;20/05/2020, 11:54:20;Arquivo definitivo;Baixa Definitiva;digito 00-19, digito 20-39;Liquidação / Cumprimento / Execução;20/05/2020, 11:54:21
8000927-79.2019.8.05.0216;CartPrecCiv;20/05/2020, 12:12:49;Arquivo definitivo;Baixa Definitiva;digito 60-79;Citação;20/05/2020, 12:12:50
8000889-67.2019.8.05.0216;CartPrecCiv;20/05/2020, 12:24:50;Arquivo definitivo;Baixa Definitiva;digito 60-79;Citação;20/05/2020, 12:24:51
8000176-29.2018.8.05.0216;AlEsp;20/05/2020, 22:34:41;Arquivo definitivo;Baixa Definitiva;digito 20-39;Fixação;20/05/2020, 22:34:42
8000177-14.2018.8.05.0216;HoTrEx;20/05/2020, 22:51:56;Arquivo definitivo;Baixa Definitiva;digito 00-19;Transação;20/05/2020, 22:51:57
0001832-36.2013.8.05.0216;ProceComCiv;25/05/2020, 12:34:55;Arquivo definitivo;Baixa Definitiva;digito 20-39;Direito de Imagem;25/05/2020, 12:34:56
8000590-90.2019.8.05.0216;AlvJud;25/05/2020, 17:11:26;Arquivo definitivo;Baixa Definitiva;digito 80-99;Sucessões;25/05/2020, 17:11:27
0001156-54.2014.8.05.0216;ProceComCiv;26/05/2020, 08:01:13;Arquivo definitivo;Baixa Definitiva;digito 40-59;Direito de Imagem;26/05/2020, 08:01:14
0000184-02.2005.8.05.0216;ProceComCiv;27/05/2020, 22:12:05;Arquivo definitivo;Baixa Definitiva;digito 00-19;Tutela e Curatela;10/08/2011, 15:38:03
8001011-85.2016.8.05.0216;ProceComCiv;28/05/2020, 21:58:23;Arquivo definitivo;Baixa Definitiva;digito 80-99;Alienação Fiduciária;28/05/2020, 21:58:24
0000110-93.2015.8.05.0216;ProceComCiv;28/05/2020, 22:23:39;Arquivo definitivo;Baixa Definitiva;digito 80-99;Direito de Imagem;28/05/2020, 22:23:40
0000111-78.2015.8.05.0216;ProceComCiv;28/05/2020, 22:28:45;Arquivo definitivo;Baixa Definitiva;digito 60-79;Indenização por Dano Moral;28/05/2020, 22:28:46
0000791-97.2014.8.05.0216;ProSum;28/05/2020, 22:35:14;Arquivo definitivo;Baixa Definitiva;digito 80-99;Direito de Imagem;28/05/2020, 22:35:15
0001613-86.2014.8.05.0216;ProceComCiv;28/05/2020, 22:39:54;Arquivo definitivo;Baixa Definitiva;digito 80-99;Direito de Imagem;28/05/2020, 22:39:55
0000297-04.2015.8.05.0216;ProceComCiv;28/05/2020, 22:48:28;Arquivo definitivo;Baixa Definitiva;digito 00-19;Indenização por Dano Moral;28/05/2020, 22:48:29
8000372-04.2015.8.05.0216;ProSum;28/05/2020, 23:09:48;Arquivo definitivo;Baixa Definitiva;digito 00-19;Indenização por Dano Moral;28/05/2020, 23:09:49
8000383-96.2016.8.05.0216;AlvJud;28/05/2020, 23:17:32;Arquivo definitivo;Baixa Definitiva;digito 80-99;Inventário e Partilha;28/05/2020, 23:17:33
8000683-53.2019.8.05.0216;RSRRC;29/05/2020, 09:26:14;Arquivo definitivo;Baixa Definitiva;digito 40-59;Registro Civil das Pessoas Naturais;29/05/2020, 09:26:15
8001077-65.2016.8.05.0216;AlvJud;29/05/2020, 10:05:33;Arquivo definitivo;Baixa Definitiva;digito 60-79;Inventário e Partilha;29/05/2020, 10:05:34
8000185-25.2017.8.05.0216;DivCon;29/05/2020, 11:27:07;Arquivo definitivo;Baixa Definitiva;digito 20-39;Casamento;29/05/2020, 11:27:08
8000293-83.2019.8.05.0216;AlEsp;29/05/2020, 12:04:44;Arquivo definitivo;Baixa Definitiva;digito 80-99;Alimentos;29/05/2020, 12:04:45
8000417-66.2019.8.05.0216;DivCon;29/05/2020, 15:02:01;Arquivo definitivo;Baixa Definitiva;digito 60-79;Regime de Bens Entre os Cônjuges;29/05/2020, 15:02:02
8000450-56.2019.8.05.0216;HoTrEx;29/05/2020, 20:59:37;Arquivo definitivo;Baixa Definitiva;digito 40-59;Fixação;29/05/2020, 20:59:38
8000034-25.2018.8.05.0216;DivCon;31/05/2020, 14:34:15;Arquivo definitivo;Baixa Definitiva;digito 20-39;Bem de Família (Voluntário);31/05/2020, 14:34:16
8000592-60.2019.8.05.0216;DivCons;01/06/2020, 23:34:22;Arquivo definitivo;Baixa Definitiva;digito 60-79;Casamento;01/06/2020, 23:34:23
8000547-27.2017.8.05.0216;PJEC;02/06/2020, 20:24:05;Arquivo definitivo;Baixa Definitiva;digito 20-39;Inclusão Indevida em Cadastro de Inadimplentes;02/06/2020, 20:24:05
0000081-43.2015.8.05.0216;ProceComCiv;02/06/2020, 21:36:25;Arquivo definitivo;Baixa Definitiva;digito 40-59;Indenização por Dano Moral;02/06/2020, 21:36:26
8000188-09.2019.8.05.0216;CartPrecCiv;05/06/2020, 09:51:07;Arquivo definitivo;Baixa Definitiva;digito 00-19;Alimentos;05/06/2020, 09:51:07
8000628-39.2018.8.05.0216;CartPrecCiv;05/06/2020, 10:30:45;Arquivo definitivo;Baixa Definitiva;digito 20-39;Penhora / Depósito/ Avaliação;05/06/2020, 10:30:46
8000589-42.2018.8.05.0216;CartPrecCiv;09/06/2020, 10:01:55;Arquivo definitivo;Baixa Definitiva;digito 40-59;Revisão;09/06/2020, 10:01:56
0001532-40.2014.8.05.0216;ProceComCiv;09/06/2020, 17:31:59;Arquivo definitivo;Baixa Definitiva;digito 40-59;Direito de Imagem;09/06/2020, 17:32:00
0000500-97.2014.8.05.0216;ProceComCiv;09/06/2020, 20:17:33;Arquivo definitivo;Baixa Definitiva;digito 80-99;Indenização por Dano Moral;09/06/2020, 20:17:33
0000281-02.2005.8.05.0216;ProceComCiv;12/06/2020, 13:56:09;Arquivo definitivo;Baixa Definitiva;digito 00-19;Oferta;31/12/2015, 18:00:07
8000660-78.2017.8.05.0216;AlvJud;12/06/2020, 15:49:00;Arquivo definitivo;Baixa Definitiva;digito 60-79;Inventário e Partilha;12/06/2020, 15:49:01
8000426-67.2015.8.05.0216;DivLit;14/06/2020, 15:29:27;Arquivo definitivo;Baixa Definitiva;digito 60-79;Dissolução;14/06/2020, 15:29:28
0001311-28.2012.8.05.0216;AlEsp;14/06/2020, 15:35:21;Arquivo definitivo;Baixa Definitiva;digito 20-39;Fixação;14/06/2020, 15:35:22
8000638-49.2019.8.05.0216;AlEsp;14/06/2020, 15:48:39;Arquivo definitivo;Baixa Definitiva;digito 40-59;Fixação;14/06/2020, 15:48:40
8000725-73.2017.8.05.0216;DivCon;14/06/2020, 18:04:54;Arquivo definitivo;Baixa Definitiva;digito 60-79;Dissolução;14/06/2020, 18:04:55
8000440-17.2016.8.05.0216;DivLit;14/06/2020, 18:09:44;Arquivo definitivo;Baixa Definitiva;digito 00-19;Dissolução;14/06/2020, 18:09:45
8000525-95.2019.8.05.0216;AlEsp;14/06/2020, 18:13:35;Arquivo definitivo;Baixa Definitiva;digito 80-99;Alimentos;14/06/2020, 18:13:36
8000436-09.2018.8.05.0216;HoTrEx;14/06/2020, 19:05:23;Arquivo definitivo;Baixa Definitiva;digito 00-19;Fixação;14/06/2020, 19:05:24
8000878-38.2019.8.05.0216;HTE;14/06/2020, 20:09:08;Arquivo definitivo;Baixa Definitiva;digito 20-39;Guarda;14/06/2020, 20:09:09
8000429-80.2019.8.05.0216;AlEsp;14/06/2020, 20:13:08;Arquivo definitivo;Baixa Definitiva;digito 80-99;Alimentos;14/06/2020, 20:13:09
8000150-94.2019.8.05.0216;AlEsp;14/06/2020, 20:20:09;Arquivo definitivo;Baixa Definitiva;digito 80-99;Alimentos;14/06/2020, 20:20:10
8000234-95.2019.8.05.0216;AlEsp;14/06/2020, 20:33:45;Arquivo definitivo;Baixa Definitiva;digito 80-99;Alimentos;14/06/2020, 20:33:46
8000232-28.2019.8.05.0216;AlEsp;14/06/2020, 20:37:23;Arquivo definitivo;Baixa Definitiva;digito 20-39;Alimentos;14/06/2020, 20:37:24
8000255-71.2019.8.05.0216;AlEsp;14/06/2020, 20:46:35;Arquivo definitivo;Baixa Definitiva;digito 60-79;Alimentos;14/06/2020, 20:46:36
8000337-05.2019.8.05.0216;AlEsp;14/06/2020, 20:51:11;Arquivo definitivo;Baixa Definitiva;digito 00-19;Alimentos;14/06/2020, 20:51:12
8000257-41.2019.8.05.0216;AlEsp;14/06/2020, 20:55:00;Arquivo definitivo;Mandado devolvido não entregue ao destinatário;digito 40-59;Alimentos;27/01/2022, 10:02:44
8000258-26.2019.8.05.0216;AlEsp;14/06/2020, 20:58:25;Arquivo definitivo;Baixa Definitiva;digito 20-39;Alimentos;14/06/2020, 20:58:26
8000292-98.2019.8.05.0216;AlEsp;14/06/2020, 21:07:10;Arquivo definitivo;Baixa Definitiva;digito 80-99;Alimentos;14/06/2020, 21:07:11
8000854-10.2019.8.05.0216;CartPrecCiv;16/06/2020, 10:24:58;Arquivo definitivo;Baixa Definitiva;digito 00-19;Citação;16/06/2020, 10:24:58
8000191-61.2019.8.05.0216;CartPrecCiv;16/06/2020, 10:38:45;Arquivo definitivo;Juntada de Petição de certidão;digito 60-79;Inventário e Partilha;02/06/2022, 08:44:04
8000629-24.2018.8.05.0216;CartPrecCiv;16/06/2020, 11:01:30;Arquivo definitivo;Baixa Definitiva;digito 20-39;Penhora / Depósito/ Avaliação;16/06/2020, 11:01:31
8000926-94.2019.8.05.0216;CartPrecCiv;16/06/2020, 11:20:56;Arquivo definitivo;Baixa Definitiva;digito 80-99;Citação;16/06/2020, 11:20:57
8000828-12.2019.8.05.0216;CartPrecCiv;16/06/2020, 11:41:17;Arquivo definitivo;Baixa Definitiva;digito 00-19;Citação;16/06/2020, 11:41:18
8000891-37.2019.8.05.0216;CartPrecCiv;16/06/2020, 11:58:12;Arquivo definitivo;Baixa Definitiva;digito 20-39;Intimação;16/06/2020, 11:58:13
0000862-07.2011.8.05.0216;ExeAli;23/06/2020, 08:58:26;Arquivo definitivo;Baixa Definitiva;digito 00-19;Alimentos;18/10/2017, 12:42:55
8000749-04.2017.8.05.0216;AAlim;23/06/2020, 10:15:30;Arquivo definitivo;Baixa Definitiva;digito 00-19;Fixação;23/06/2020, 10:15:30
8000475-69.2019.8.05.0216;DivCon;23/06/2020, 11:04:39;Arquivo definitivo;Baixa Definitiva;digito 60-79;Casamento;23/06/2020, 11:04:39
8000168-57.2015.8.05.0216;AlEsp;23/06/2020, 11:23:27;Arquivo definitivo;Baixa Definitiva;digito 40-59;Alimentos;23/06/2020, 11:23:28
8000668-84.2019.8.05.0216;CartPrecCiv;24/06/2020, 09:45:45;Arquivo definitivo;Baixa Definitiva;digito 80-99;Citação;24/06/2020, 09:45:46
8000133-24.2020.8.05.0216;CartPrecCiv;24/06/2020, 10:15:10;Arquivo definitivo;Baixa Definitiva;digito 20-39;Citação;24/06/2020, 10:15:10
8000077-88.2020.8.05.0216;CartPrecCiv;24/06/2020, 11:17:43;Arquivo definitivo;Baixa Definitiva;digito 80-99;Citação;24/06/2020, 11:17:44
8000388-16.2019.8.05.0216;AlEsp;24/06/2020, 11:25:48;Arquivo definitivo;Baixa Definitiva;digito 00-19;Alimentos;24/06/2020, 11:25:49
8000829-94.2019.8.05.0216;CartPrecCiv;24/06/2020, 11:38:53;Arquivo definitivo;Baixa Definitiva;digito 80-99;Citação;24/06/2020, 11:38:54
8000096-94.2020.8.05.0216;CartPrecCiv;24/06/2020, 12:01:31;Arquivo definitivo;Baixa Definitiva;digito 80-99;Intimação;24/06/2020, 12:01:31
8000076-06.2020.8.05.0216;CartPrecCiv;25/06/2020, 09:00:05;Arquivo definitivo;Baixa Definitiva;digito 00-19;Citação;25/06/2020, 09:00:05
8000075-21.2020.8.05.0216;CartPrecCiv;25/06/2020, 09:25:35;Arquivo definitivo;Baixa Definitiva;digito 20-39;Citação;25/06/2020, 09:25:36
8000565-77.2019.8.05.0216;CartPrecCiv;25/06/2020, 09:40:20;Arquivo definitivo;Baixa Definitiva;digito 60-79;Citação;25/06/2020, 09:40:21
8000091-72.2020.8.05.0216;CartPrecCiv;25/06/2020, 09:56:55;Arquivo definitivo;Baixa Definitiva;digito 60-79;Intimação;25/06/2020, 09:56:56
8000481-76.2019.8.05.0216;CartPrecCiv;25/06/2020, 10:12:08;Arquivo definitivo;Baixa Definitiva;digito 60-79;Penhora / Depósito/ Avaliação;25/06/2020, 10:12:09
8000093-42.2020.8.05.0216;CartPrecCiv;25/06/2020, 10:40:43;Arquivo definitivo;Baixa Definitiva;digito 40-59;Intimação;25/06/2020, 10:40:44
8000098-64.2020.8.05.0216;CartPrecCiv;26/06/2020, 08:54:49;Arquivo definitivo;Baixa Definitiva;digito 60-79;Citação;26/06/2020, 08:54:49
8000080-43.2020.8.05.0216;CartPrecCiv;26/06/2020, 09:25:53;Arquivo definitivo;Baixa Definitiva;digito 40-59;Citação;26/06/2020, 09:25:54
8000090-87.2020.8.05.0216;CartPrecCiv;26/06/2020, 09:42:59;Arquivo definitivo;Baixa Definitiva;digito 80-99;Citação;26/06/2020, 09:43:00
8000097-79.2020.8.05.0216;CartPrecCiv;26/06/2020, 09:54:11;Arquivo definitivo;Baixa Definitiva;digito 60-79;Citação;26/06/2020, 09:54:12
8000094-27.2020.8.05.0216;CartPrecCiv;26/06/2020, 10:07:50;Arquivo definitivo;Baixa Definitiva;digito 20-39;Citação;26/06/2020, 10:07:50
8000092-57.2020.8.05.0216;CartPrecCiv;26/06/2020, 10:18:46;Arquivo definitivo;Baixa Definitiva;digito 40-59;Citação;26/06/2020, 10:18:47
8000084-80.2020.8.05.0216;CartPrecCiv;26/06/2020, 10:41:28;Arquivo definitivo;Baixa Definitiva;digito 80-99;Citação;26/06/2020, 10:41:29
8000126-32.2020.8.05.0216;CartPrecCiv;26/06/2020, 10:51:32;Arquivo definitivo;Baixa Definitiva;digito 20-39;Intimação;26/06/2020, 10:51:33
8000532-24.2018.8.05.0216;CartPrecCiv;26/06/2020, 11:39:33;Arquivo definitivo;Juntada de Outros documentos;digito 20-39;Penhora / Depósito/ Avaliação;30/08/2022, 13:56:59
8000550-45.2018.8.05.0216;CartPrecCiv;26/06/2020, 12:08:27;Arquivo definitivo;Baixa Definitiva;digito 40-59;Usucapião Extraordinária;26/06/2020, 12:08:28
8000411-93.2018.8.05.0216;AlEsp;27/06/2020, 20:41:06;Arquivo definitivo;Audiência Conciliação  cancelada conduzida por 15/07/2019 10:00 em/para V DOS FEITOS DE REL DE CONS CIV E COMERCIAIS DE RIO REAL,  #Não preenchido#.;digito 80-99;Alimentos;23/08/2024, 09:24:59
8000743-31.2016.8.05.0216;AlEsp;27/06/2020, 21:10:04;Arquivo definitivo;Baixa Definitiva;digito 20-39;Alimentos;27/06/2020, 21:10:05
8000521-58.2019.8.05.0216;AlEsp;27/06/2020, 21:15:18;Arquivo definitivo;Baixa Definitiva;digito 40-59;Alimentos;27/06/2020, 21:15:19
8000734-64.2019.8.05.0216;AlEsp;27/06/2020, 21:22:33;Arquivo definitivo;Baixa Definitiva;digito 60-79;Alimentos;27/06/2020, 21:22:34
8000361-33.2019.8.05.0216;AlEsp;27/06/2020, 21:45:45;Arquivo definitivo;Baixa Definitiva;digito 20-39;Alimentos;27/06/2020, 21:45:45
8000564-92.2019.8.05.0216;AlEsp;27/06/2020, 22:16:30;Arquivo definitivo;Mandado devolvido não entregue ao destinatário;digito 80-99;Alimentos;26/01/2022, 08:20:13
8000430-65.2019.8.05.0216;AlEsp;27/06/2020, 22:20:30;Arquivo definitivo;Baixa Definitiva;digito 60-79;Alimentos;27/06/2020, 22:20:31
8000561-40.2019.8.05.0216;AlEsp;27/06/2020, 22:26:18;Arquivo definitivo;Baixa Definitiva;digito 40-59;Alimentos;27/06/2020, 22:26:19
8000563-10.2019.8.05.0216;AlEsp;27/06/2020, 22:29:21;Arquivo definitivo;Baixa Definitiva;digito 00-19;Alimentos;27/06/2020, 22:29:22
8000222-81.2019.8.05.0216;AlEsp;27/06/2020, 22:32:53;Arquivo definitivo;Baixa Definitiva;digito 80-99;Alimentos;27/06/2020, 22:32:54
8000455-78.2019.8.05.0216;AlEsp;27/06/2020, 22:36:06;Arquivo definitivo;Baixa Definitiva;digito 60-79;Alimentos;27/06/2020, 22:36:07
8000491-23.2019.8.05.0216;AlEsp;27/06/2020, 22:39:45;Arquivo definitivo;Baixa Definitiva;digito 20-39;Alimentos;27/06/2020, 22:39:46
8000039-13.2019.8.05.0216;AlEsp;28/06/2020, 19:20:57;Arquivo definitivo;Baixa Definitiva;digito 00-19;Fixação;28/06/2020, 19:20:58
8000332-17.2018.8.05.0216;AlEsp;28/06/2020, 19:30:48;Arquivo definitivo;Baixa Definitiva;digito 00-19;Alimentos;28/06/2020, 19:30:49
8000645-75.2018.8.05.0216;HoTrEx;28/06/2020, 20:07:02;Arquivo definitivo;Baixa Definitiva;digito 60-79;Fixação;28/06/2020, 20:07:03
8000106-80.2016.8.05.0216;DivLit;28/06/2020, 22:23:39;Arquivo definitivo;Baixa Definitiva;digito 80-99;Reconhecimento / Dissolução;28/06/2020, 22:23:40
8000437-91.2018.8.05.0216;HoTrEx;28/06/2020, 22:49:09;Arquivo definitivo;Baixa Definitiva;digito 80-99;Fixação;28/06/2020, 22:49:10
8000098-98.2019.8.05.0216;AlEsp;28/06/2020, 23:02:38;Arquivo definitivo;Baixa Definitiva;digito 80-99;Fixação;28/06/2020, 23:02:39
8000677-17.2017.8.05.0216;CartPrecCiv;29/06/2020, 10:16:33;Arquivo definitivo;Baixa Definitiva;digito 00-19;Ausência de Cobrança Administrativa Prévia;29/06/2020, 10:16:34
8000391-05.2018.8.05.0216;CartPrecCiv;29/06/2020, 10:50:05;Arquivo definitivo;Baixa Definitiva;digito 00-19;Liquidação / Cumprimento / Execução;29/06/2020, 10:50:06
8000347-49.2019.8.05.0216;CartPrecCiv;29/06/2020, 11:17:28;Arquivo definitivo;Baixa Definitiva;digito 40-59;Penhora / Depósito/ Avaliação;29/06/2020, 11:17:29
8000662-14.2018.8.05.0216;CartPrecCiv;29/06/2020, 11:36:14;Arquivo definitivo;Baixa Definitiva;digito 00-19;Penhora / Depósito/ Avaliação;29/06/2020, 11:36:15
8001181-57.2016.8.05.0216;TuCuNo;29/06/2020, 20:29:21;Arquivo definitivo;Baixa Definitiva;digito 40-59;Tutela e Curatela;29/06/2020, 20:29:22
8000489-24.2017.8.05.0216;Interd;29/06/2020, 20:33:11;Arquivo definitivo;Baixa Definitiva;digito 20-39;Tutela e Curatela;29/06/2020, 20:33:12
8000433-25.2016.8.05.0216;AlEsp;29/06/2020, 21:35:31;Arquivo definitivo;Baixa Definitiva;digito 20-39;Alimentos;29/06/2020, 21:35:32
8000119-79.2016.8.05.0216;AlEsp;29/06/2020, 21:40:24;Arquivo definitivo;Baixa Definitiva;digito 60-79;Alimentos;29/06/2020, 21:40:25
8000102-43.2016.8.05.0216;AlEsp;29/06/2020, 21:48:09;Arquivo definitivo;Baixa Definitiva;digito 40-59;Alimentos;29/06/2020, 21:48:10
8000123-19.2016.8.05.0216;AlEsp;29/06/2020, 21:55:28;Arquivo definitivo;Baixa Definitiva;digito 00-19;Alimentos;29/06/2020, 21:55:29
8000635-94.2019.8.05.0216;AlEsp;29/06/2020, 22:36:08;Arquivo definitivo;Baixa Definitiva;digito 80-99;Alimentos;29/06/2020, 22:36:08
8000568-32.2019.8.05.0216;CartPrecCiv;30/06/2020, 09:23:27;Arquivo definitivo;Baixa Definitiva;digito 20-39;Citação;30/06/2020, 09:23:28
8000485-16.2019.8.05.0216;CartPrecCiv;30/06/2020, 09:44:10;Arquivo definitivo;Baixa Definitiva;digito 00-19;Penhora / Depósito/ Avaliação;30/06/2020, 09:44:10
8000332-80.2019.8.05.0216;CartPrecCiv;30/06/2020, 09:59:39;Arquivo definitivo;Baixa Definitiva;digito 80-99;Espécies de Contratos;30/06/2020, 09:59:40
8000808-21.2019.8.05.0216;CartPrecCiv;30/06/2020, 10:21:56;Arquivo definitivo;Baixa Definitiva;digito 20-39;Citação;30/06/2020, 10:21:57
8000767-54.2019.8.05.0216;CartPrecCiv;30/06/2020, 10:50:20;Arquivo definitivo;Baixa Definitiva;digito 40-59;Citação;30/06/2020, 10:50:21
8000022-74.2019.8.05.0216;CartPrecCiv;30/06/2020, 10:51:45;Arquivo definitivo;Juntada de Outros documentos;digito 60-79;Alimentos;18/08/2021, 12:13:26
8000773-61.2019.8.05.0216;CartPrecCiv;30/06/2020, 11:40:57;Arquivo definitivo;Baixa Definitiva;digito 60-79;Citação;30/06/2020, 11:40:58
